ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,result
1191,240000,2,1,2,29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,0
1192,250000,1,1,2,38,-2,-2,-2,-2,-2,-2,584,3291,8660,7495,1120,62,0
1193,270000,2,2,2,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,5885,3129,1
1194,2.00E+05,1,1,1,37,0,0,0,0,0,0,123337,11148,19165,21171,17762,23670,0
1195,1.00E+05,2,3,1,66,0,0,0,0,0,0,100036,100041,100402,97141,97143,97532,0
1196,160000,2,1,1,39,-2,-2,-2,-2,-2,-2,710,666,403,1650,336,790,0
1197,80000,2,2,1,45,0,0,0,0,0,0,81841,74516,69485,30396,30595,29033,0
1198,130000,1,2,1,44,-1,2,0,0,0,0,29547,23154,18637,14691,8769,4166,0
1199,340000,2,3,2,44,0,0,0,0,0,0,142836,145125,146682,150407,147868,149349,1
1200,360000,1,1,1,36,-2,-1,-1,-1,-2,-2,0,394,11142,0,0,0,0
1201,120000,2,3,1,40,0,0,0,0,0,0,108300,108538,94833,49078,40643,4200,0
1202,120000,1,1,2,29,0,0,0,0,0,0,30101,31281,30180,30471,31110,31728,0
1203,3.00E+05,2,1,2,48,0,0,0,0,0,0,247279,235093,224062,212480,202148,186955,0
1204,60000,2,2,2,23,2,2,-2,-2,-1,-1,2516,0,0,0,1524,25421,0
1205,210000,2,2,1,50,0,0,0,0,0,0,106724,109251,103733,102027,103453,103651,0
1206,210000,2,2,1,29,0,0,0,0,0,0,209807,123664,51353,43485,44784,45685,1
1207,70000,2,3,1,49,2,2,2,2,2,2,21024,21790,21142,23772,24930,25709,1
1208,2.00E+05,1,2,1,33,0,0,2,-1,-1,0,50612,10537,5552,2506,9443,11818,0
1209,230000,2,2,1,51,0,0,0,0,0,0,51802,53956,56968,58099,59318,60504,1
1210,20000,1,3,1,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,1
1211,210000,2,1,1,37,0,0,0,0,0,0,211749,205947,201848,168664,172013,175557,0
1212,160000,2,3,2,26,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,0
1213,290000,2,1,1,30,-1,-1,-1,-1,-1,-1,1312,1312,1311,1486,1488,1650,1
1214,80000,2,3,1,26,0,0,0,0,0,0,63677,64162,38141,38190,38586,39962,0
1215,360000,1,1,2,43,-1,-1,-2,-2,-2,-2,4134,2128,960,6658,0,0,0
1216,230000,1,1,2,32,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,0
1217,360000,1,3,1,54,-2,-2,-2,-2,-2,-1,16230,-200,0,0,69000,2500,0
1218,340000,2,1,1,30,0,0,0,0,0,0,351828,280067,259651,243094,223907,216912,0
1219,50000,2,1,2,22,0,0,0,0,0,0,8537,9591,10581,10818,11050,10880,0
1220,80000,1,2,2,38,0,0,0,0,0,0,89394,81223,77198,29891,34528,35229,0
1221,50000,2,2,2,24,0,0,-1,-1,0,0,97043,39837,6928,17006,17363,17707,0
1222,30000,2,1,2,24,-1,-1,-1,0,0,0,3019,1479,18860,950,5660,0,0
1223,210000,1,1,2,26,-1,-1,-2,-1,-1,-2,1360,0,0,3620,0,0,0
1224,150000,2,2,1,42,-1,-1,-1,-1,-1,-1,3260,2270,5887,3935,3935,3935,1
1225,20000,1,2,2,21,0,0,-1,0,0,-2,20297,17054,2333,1300,0,0,0
1226,20000,1,3,2,22,0,0,0,-2,-2,-2,19624,16972,0,0,0,0,1
1227,240000,2,3,1,41,-1,-1,-2,-1,-1,-1,5325,-5,-5,1074,1972,1876,0
1228,5.00E+05,2,2,1,50,-2,-1,-1,-1,-1,-1,16984,86772,53170,28622,19140,0,0
1229,90000,2,2,1,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,1
1230,50000,1,3,2,46,0,0,0,0,0,0,50131,28152,20746,27624,16015,16746,0
1231,50000,2,2,2,22,0,0,0,0,0,0,50834,50770,50215,29386,29527,30125,1
1232,680000,1,1,2,37,0,0,0,0,0,0,18314,16088,17806,15498,13810,164969,0
1233,50000,1,1,1,47,0,0,2,2,2,2,45717,47974,49837,50807,49947,50424,0
1234,1.00E+05,2,2,1,40,-1,-1,-1,0,-1,-1,326,326,652,326,326,326,0
1235,280000,2,1,2,30,0,0,0,0,0,0,270276,506260,263734,268216,262895,264508,0
1236,30000,1,2,2,54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1
1237,50000,1,2,2,27,2,2,0,0,0,0,23901,13262,8643,7382,1975,50514,1
1238,60000,1,1,1,33,-1,-1,-1,-1,-1,-1,8308,7565,8373,7565,7565,7565,0
1239,120000,1,2,1,57,0,0,0,0,0,0,118709,120580,118684,88557,91124,88094,1
1240,80000,2,2,1,35,-1,-1,-1,-1,-1,0,2890,9796,13443,396,396,396,0
1241,5.00E+05,1,1,1,45,-1,-1,-1,-1,-1,-2,140,94,39,44,0,0,0
1242,70000,2,3,1,32,2,2,0,0,0,-1,18317,17330,11400,11120,10914,11315,0
1243,160000,2,2,1,45,-2,-2,-2,-2,-2,-2,0,0,0,1468,0,0,0
1244,1.00E+05,2,3,1,50,2,2,2,-1,0,0,110537,99734,99973,71008,66735,68621,1
1245,10000,1,3,2,35,0,0,0,0,0,0,7877,8918,9864,9673,9414,9156,0
1246,90000,1,1,2,26,-1,-1,-1,-1,-1,0,10750,100,200,100,9894,20699,0
1247,170000,1,1,1,39,2,2,2,2,4,3,74298,80073,81959,89991,88018,86299,1
1248,90000,2,2,2,35,-1,-1,-1,-2,-2,-2,2667,2667,0,0,0,0,0
1249,180000,2,3,2,42,0,0,0,0,0,0,67414,61256,66668,83568,90418,88898,0
1250,350000,2,1,1,52,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,1
1251,270000,1,2,2,35,0,0,0,-1,-1,-1,225400,220202,215056,10506,10224,9233,0
1252,2.00E+05,2,1,2,29,0,0,-1,0,0,-2,65935,25574,28727,19164,0,0,1
1253,20000,2,1,2,22,0,0,0,0,0,0,15829,15299,16262,16749,13764,18732,0
1254,1.00E+05,1,2,2,30,0,0,0,0,0,0,44953,46922,48677,49496,51010,32630,0
1255,290000,1,1,1,46,0,0,0,0,0,0,194301,199451,198684,87700,88621,53243,0
1256,70000,1,3,2,28,1,2,0,0,0,0,68970,67308,68582,68361,68060,68223,0
1257,230000,1,1,2,26,-2,-2,-2,-2,-2,-2,416,371,416,416,566,416,0
1258,180000,2,1,2,28,-1,-1,-1,-1,-1,0,950,4369,9673,2861,12338,9124,0
1259,210000,1,1,2,33,-1,-1,-1,-1,-1,-1,291,291,291,291,441,291,0
1260,50000,1,1,2,24,2,2,0,0,0,0,49946,48808,45469,20228,18900,19066,0
1261,150000,1,1,2,37,0,0,0,0,0,0,45000,44386,46505,49103,51698,52549,0
1262,380000,1,2,1,50,0,0,0,0,0,0,385662,294826,220022,154283,35270,332270,1
1263,50000,1,2,1,44,0,0,0,0,0,0,45335,46027,30286,26275,26823,27371,0
1264,150000,2,3,1,43,-1,-1,2,0,-1,-1,264,948,632,316,316,1414,1
1265,220000,1,2,2,29,0,0,0,0,0,0,122286,122839,123035,114385,115903,118528,0
1266,80000,2,5,2,27,0,0,0,0,0,0,45268,47140,47411,48443,49478,43264,0
1267,220000,2,2,1,32,0,0,0,0,0,0,194961,197536,203251,208355,213015,217475,0
1268,70000,2,2,2,34,1,2,2,2,0,0,24208,25015,27189,26456,28361,31873,0
1269,120000,1,2,2,37,-1,2,0,0,0,2,16241,16680,17695,17901,19608,19143,1
1270,180000,2,2,2,32,0,0,0,0,0,0,20730,17107,35884,31057,29052,25933,0
1271,50000,2,3,1,57,0,0,0,0,0,0,49017,50690,47487,48319,48449,49656,0
1272,10000,2,2,3,46,1,2,0,0,0,0,9532,9236,10047,8775,8984,7628,0
1273,370000,2,1,1,53,-1,-1,-1,-1,-1,0,21160,8153,12094,30751,30131,9630,0
1274,20000,2,1,2,26,-1,0,-1,-1,-1,-1,10658,9288,390,390,390,0,0
1275,150000,1,2,1,34,0,0,0,0,0,0,132214,135140,135263,137540,144786,146379,0
1276,20000,1,1,2,26,-1,-1,-1,-1,-1,-1,416,416,416,416,416,982,1
1277,480000,2,2,1,54,-2,-2,-2,-2,-2,-2,17189,6013,1717,1385,0,0,0
1278,50000,1,3,2,26,0,0,0,0,2,0,25060,26649,28202,30727,30098,32580,0
1279,170000,1,2,2,31,0,0,0,0,0,0,24581,25611,26631,27383,27801,31337,0
1280,4.00E+05,2,2,2,30,-2,-2,-2,-2,-2,-2,-200,-200,-200,746,3956,2500,0
1281,2.00E+05,2,1,2,31,0,0,0,0,0,0,38635,41031,45929,48661,49723,50896,0
1282,360000,1,1,2,34,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0
1283,140000,2,5,2,36,0,0,0,0,0,0,91226,83650,80037,53055,102587,98251,0
1284,260000,1,3,1,34,-2,-2,-2,-2,-2,-2,12071,12497,1027,-103,-103,1047,0
1285,440000,2,2,2,26,0,0,0,0,0,0,96190,90462,78267,71795,51812,25064,0
1286,5.00E+05,1,2,1,43,0,0,0,0,0,0,12200,8140,10176,20719,15665,8074,0
1287,230000,2,2,1,29,0,0,0,0,0,0,64982,44908,51535,24607,28279,48934,0
1288,470000,1,2,1,41,-2,-2,-2,-2,-2,-1,13780,12242,32463,20621,13711,8294,0
1289,20000,2,3,1,48,1,2,2,3,2,2,14589,16743,17522,17055,10400,0,1
1290,210000,2,2,2,24,0,0,0,0,0,0,108491,111046,110716,97168,94524,96777,0
1291,20000,2,1,2,23,0,0,-2,-1,0,0,6733,0,0,19132,19533,20235,0
1292,20000,2,3,1,53,0,0,0,0,0,0,12197,13292,14362,14821,15143,15737,0
1293,2.00E+05,2,2,1,34,1,-1,-1,-1,-1,-1,-2,758,998,668,9815,36870,0
1294,250000,2,2,2,36,0,-1,-1,0,0,0,6220,27217,6149,26202,6906,3855,1
1295,3.00E+05,1,2,2,41,0,0,0,-1,-1,2,34480,31159,18580,1400,6297,977,0
1296,320000,2,1,2,30,0,0,0,0,0,0,113801,90354,88467,79241,83530,90573,0
1297,50000,1,2,2,29,1,2,2,2,0,0,37170,36297,39863,38924,39744,40533,0
1298,2.00E+05,2,2,1,34,-2,-2,-2,-1,-1,-1,6626,2469,3760,4273,3015,5076,0
1299,80000,2,1,2,29,0,0,0,0,0,0,16936,17963,18976,19660,20343,21003,1
1300,70000,1,2,1,37,-1,2,0,0,-1,-1,10323,6659,6740,3559,7086,6979,1
1301,60000,1,3,2,36,3,2,0,0,0,0,56807,55339,55751,37851,34195,33499,0
1302,10000,2,3,2,22,0,0,2,0,0,0,10012,9784,9473,8947,9135,8613,1
1303,50000,2,3,2,30,0,0,2,0,0,0,50332,51247,50073,26550,25842,25996,0
1304,140000,1,2,2,26,2,0,0,0,0,0,133572,135367,113272,115685,118171,120550,1
1305,30000,1,2,2,25,0,0,0,0,0,0,7160,8185,9286,9483,9780,10068,0
1306,190000,1,2,1,49,-1,-1,-1,-1,-1,0,435,435,635,2084,161110,149941,0
1307,70000,2,1,2,23,-1,-1,-1,-1,-1,-1,853,3128,4719,100,1610,690,0
1308,330000,2,2,1,28,-1,-1,-1,-1,-1,-1,390,0,780,150,320,780,0
1309,110000,2,2,2,24,0,0,0,2,0,0,6470,8610,15123,9761,9717,8046,0
1310,270000,1,3,1,47,0,0,0,0,0,0,165303,168837,172281,175705,179582,184650,0
1311,160000,1,2,1,31,3,2,0,0,0,0,26295,27074,28314,29341,31690,33993,1
1312,20000,1,2,2,24,3,2,0,0,-1,-1,18937,18350,18918,19323,13180,5200,0
1313,320000,1,2,2,32,0,0,0,0,0,0,21460,23412,25331,25741,26800,28817,0
1314,430000,1,1,2,31,0,0,0,0,0,0,29860,39305,43020,45540,8342,8310,0
1315,50000,2,1,1,37,2,0,0,0,-1,2,8014,7668,7081,5738,6461,4822,0
1316,140000,1,2,1,48,-1,-1,2,0,0,-2,1600,5012,4739,4739,0,0,1
1317,5.00E+05,1,2,1,49,-2,-2,-2,-2,-2,-2,4214,6378,4074,116446,9335,3312,0
1318,80000,1,3,1,45,0,0,0,0,0,0,26637,26437,26686,28372,28345,27279,0
1319,390000,2,1,1,34,1,-2,-1,-1,-2,-2,0,0,1266,0,0,0,0
1320,250000,2,1,1,43,-1,-1,-1,0,0,-1,17454,-50,45297,17371,11481,5922,0
1321,390000,2,1,2,31,-2,-2,-2,-2,-2,-2,6466,6266,12578,7650,48090,17013,0
1322,1.00E+05,2,1,1,35,0,0,0,0,0,0,57612,58818,60841,61434,62743,66677,0
1323,360000,2,1,1,42,0,0,0,0,0,0,179851,186961,201703,189455,194373,207022,0
1324,140000,1,1,2,36,1,-1,-1,0,0,-1,-5,1135,17227,12918,10898,823,0
1325,110000,1,2,1,51,0,0,0,0,0,0,45964,46922,48140,49339,50542,52689,0
1326,170000,1,3,1,48,2,-1,-1,0,-1,-1,316,316,632,316,466,316,0
1327,170000,1,2,1,48,0,0,0,0,0,0,137823,137199,136331,123913,122657,122225,0
1328,180000,2,2,2,25,0,0,0,0,2,2,4745,5765,6631,8386,8109,8820,0
1329,140000,1,2,1,41,0,0,0,0,0,0,109326,111679,113921,114348,111382,112458,0
1330,20000,2,2,1,49,0,0,-1,-1,0,0,13882,13342,808,18910,19306,19809,0
1331,150000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
1332,50000,2,2,2,28,0,0,0,0,0,0,48072,49518,49500,19600,20000,0,0
1333,160000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
1334,80000,1,2,1,41,-2,-2,-2,-2,-2,-1,3153,1013,0,0,2115,4264,0
1335,3.00E+05,2,3,2,29,-2,-2,-2,-2,-2,-2,-140,28092,3572,195,209,990,1
1336,60000,2,3,2,32,0,0,0,0,0,0,62552,26929,27967,28526,28275,29151,0
1337,70000,2,2,2,26,2,2,2,3,2,2,42583,43600,47550,46487,47298,46384,1
1338,290000,2,1,2,31,-1,-1,-1,-1,-1,0,632,0,480,-150,66675,68071,0
1339,80000,2,1,2,23,0,0,0,-2,-2,-2,8766,4777,0,0,0,0,0
1340,50000,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
1341,2.00E+05,2,3,2,49,-1,-1,0,0,0,-1,7697,18951,27974,30596,38109,22170,0
1342,2.00E+05,2,1,1,34,-2,-2,-2,-2,-2,-2,267,6794,10430,3576,2522,934,0
1343,50000,2,1,2,22,-1,-1,-1,-1,-1,-1,586,297,3674,1392,3085,3450,1
1344,20000,2,2,2,26,2,-1,0,0,0,0,1041,10757,11094,9351,8562,8058,0
1345,2.00E+05,1,1,1,38,-1,-1,-1,-1,-1,-1,6186,735,1463,15550,5045,6709,1
1346,120000,2,1,2,35,1,2,0,0,0,0,77785,75984,78109,79198,80865,82859,0
1347,220000,2,2,1,49,0,0,0,0,0,0,172184,170697,168041,163783,160806,158866,0
1348,630000,1,1,2,40,0,0,0,0,0,0,440474,444370,455286,327021,334558,341439,0
1349,3.00E+05,2,1,2,34,-1,-1,-1,-1,-1,-1,19357,5000,3744,8059,3425,11860,0
1350,10000,2,2,2,49,1,2,0,0,0,0,8184,5011,5728,4255,2782,1309,1
1351,50000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
1352,280000,2,1,1,39,-1,0,-1,-1,-1,-1,7791,5851,430,2041,775,580,1
1353,130000,1,1,2,30,0,0,0,0,0,0,4536,5616,6455,6791,6991,0,0
1354,30000,2,3,1,28,0,0,0,2,0,0,23182,19083,19632,15252,14021,13793,0
1355,50000,2,2,1,27,0,0,0,0,0,0,9877,10800,5921,6042,4012,0,0
1356,70000,2,3,1,38,0,0,0,0,0,0,24758,25581,16105,17571,18330,16268,0
1357,80000,1,2,2,29,0,0,0,0,0,0,41815,42938,44022,44792,45915,46998,0
1358,20000,2,2,1,22,2,2,2,0,0,0,16726,19143,18391,18562,11798,0,1
1359,390000,1,1,1,41,0,0,0,0,0,0,495559,248821,216051,208373,199727,186332,0
1360,470000,2,2,2,32,0,0,0,0,0,0,147113,133486,125159,120869,60507,53100,0
1361,240000,2,2,2,30,0,-1,-1,-2,-2,-2,7818,9363,0,0,0,0,0
1362,140000,2,1,2,29,-1,-1,-1,-2,-2,-2,14943,2888,0,0,0,0,0
1363,260000,2,2,1,37,2,2,2,0,0,0,244738,251351,244949,248273,119124,132619,1
1364,150000,2,1,2,25,1,-2,-1,-1,-1,-1,191,1963,4729,1568,4295,0,0
1365,120000,1,1,1,46,0,0,2,2,2,2,14682,17325,17936,18536,19091,19629,0
1366,20000,2,2,1,47,0,0,0,0,0,2,18021,17352,17667,18187,20499,20718,0
1367,260000,2,4,2,42,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,0
1368,50000,1,3,2,22,0,0,0,0,0,0,42678,38239,22691,8807,7143,6967,1
1369,180000,2,2,2,27,2,2,2,2,0,0,126195,127881,128491,124080,126154,130064,0
1370,310000,2,5,1,35,1,-2,-2,-2,-2,-2,10350,0,0,0,0,0,0
1371,360000,1,2,1,44,-1,-1,-1,-1,-1,-1,5101,9358,15452,9990,6515,5694,0
1372,180000,2,2,2,30,0,0,0,0,0,0,14445,15404,19885,22355,22902,15373,0
1373,270000,2,1,1,42,2,2,5,5,4,3,1250,1250,1250,1250,650,350,0
1374,70000,1,1,2,28,0,0,0,0,0,0,67857,69711,64947,26022,28575,21460,0
1375,50000,1,2,2,24,-1,-1,-1,-1,0,-1,2155,0,1978,14207,8602,7201,0
1376,30000,2,3,2,50,-2,-2,-2,-2,-1,2,0,0,0,0,7092,6832,0
1377,50000,2,2,1,54,0,0,0,0,0,-1,11351,11449,6515,2315,1817,2081,0
1378,350000,1,2,1,37,-1,-1,-1,-1,-1,-1,325,294,6574,3543,1654,6186,0
1379,2.00E+05,1,1,1,58,0,0,0,0,0,0,192461,195970,122214,124647,126921,129167,0
1380,80000,1,3,2,26,1,2,2,2,2,2,71661,69947,74755,75732,74397,80138,0
1381,60000,2,2,1,31,0,0,0,3,2,2,47000,49236,57752,56243,55213,58700,0
1382,30000,1,1,1,52,0,0,0,2,0,0,15743,16784,18998,18395,19100,20582,0
1383,110000,2,1,2,36,0,0,0,0,0,0,108316,100784,88568,43720,42138,43085,0
1384,3.00E+05,2,1,2,27,-1,-1,-1,0,0,0,42189,83754,120927,105303,82475,33262,0
1385,50000,2,3,1,22,0,0,0,0,-1,0,22854,31329,23927,0,83,20083,0
1386,5.00E+05,1,1,2,39,-1,-1,-1,-1,0,-1,2450,11833,22963,7086,5453,1486,0
1387,360000,1,1,2,36,-1,-1,-1,0,0,0,356913,208305,68214,168014,16209,18918,0
1388,20000,2,2,1,39,1,2,2,0,-1,-1,14112,11221,10656,7928,580,0,0
1389,220000,1,1,1,39,0,0,0,0,0,0,75190,151004,152786,137946,118310,119147,0
1390,20000,2,2,2,22,0,0,2,0,0,2,11192,15677,15133,15582,16677,16259,0
1391,60000,1,2,1,37,3,4,3,2,2,2,30381,29986,29210,29729,30505,32232,1
1392,170000,2,1,2,30,-1,0,-1,-1,0,-1,1560,1280,590,1168,2160,145564,0
1393,2.00E+05,2,2,1,26,0,0,0,0,0,0,47236,45200,35939,34096,34876,34615,0
1394,20000,2,1,2,23,0,0,0,0,0,0,19990,20038,19571,14362,15127,15872,0
1395,140000,2,3,2,23,-2,-2,-2,-2,-2,-2,67505,36772,38399,39131,39508,3441,0
1396,330000,2,1,2,35,-2,-2,-2,-2,-2,-2,1663,0,0,0,29221,3194,0
1397,180000,2,2,2,24,1,2,2,2,2,2,108580,105403,112073,111345,98404,102460,1
1398,360000,2,2,1,35,0,0,0,-1,-1,0,5157,2461,0,277,2599,3941,0
1399,20000,1,3,1,51,2,0,0,0,0,0,14815,15837,16852,17188,17546,17895,0
1400,50000,2,1,2,23,0,0,0,0,0,2,34422,32703,22851,6699,10060,7737,0
1401,1.00E+05,2,2,1,25,0,0,0,0,0,0,20755,20043,19778,24939,28639,8370,0
1402,30000,1,2,1,36,2,2,0,0,0,0,30573,28473,29083,28313,28932,29565,0
1403,70000,2,2,1,44,0,0,0,0,0,0,4221,6642,8361,10208,11038,11848,1
1404,470000,1,1,2,33,-1,-1,-1,0,0,-1,5613,11576,7017,1185,0,542,0
1405,3.00E+05,2,1,1,36,-1,-1,-2,-2,-2,-2,8385,-27,-27,-27,-27,-27,0
1406,3.00E+05,2,1,1,45,-1,-1,-1,0,0,-1,6608,10009,22456,22056,14020,1230,1
1407,2.00E+05,2,1,2,26,-2,-2,-2,-2,-2,-2,2179,6440,3908,-5,1060,2996,0
1408,150000,2,2,1,41,0,0,0,0,0,0,79021,77975,74749,80757,83685,81569,0
1409,220000,2,2,2,25,0,0,0,0,0,0,165040,167485,148133,123266,125736,128342,1
1410,420000,1,1,2,31,-2,-2,-2,-2,-2,-2,1569,563,1914,1189,1208,4964,0
1411,210000,2,2,2,45,-2,-2,-2,-2,-2,-2,467,2050,416,416,416,416,0
1412,450000,1,3,1,58,-1,-1,-1,-1,-1,-1,8940,6239,5535,9856,819,863,0
1413,30000,1,2,1,38,-1,-1,-1,-1,-1,-1,184,1522,0,5480,175,-2000,0
1414,240000,1,2,1,30,-1,-1,-1,-1,-1,-1,2816,7608,26832,3518,1280,5900,0
1415,420000,2,2,2,25,-1,0,0,0,0,0,28206,122212,117835,112705,111357,108306,0
1416,60000,2,1,2,25,0,0,0,0,0,0,57174,58559,60586,39144,39615,39334,0
1417,30000,2,3,2,24,-1,-1,-1,-1,-1,-1,4882,14630,6323,2870,1485,3926,0
1418,80000,2,1,2,29,-2,-2,-1,2,2,3,2673,0,317,317,1521,1204,0
1419,50000,1,2,2,37,0,0,0,0,0,0,48206,48659,47248,48241,49196,50296,0
1420,230000,1,3,2,27,-2,-2,-2,-2,-2,-2,19200,10000,20176,10000,10000,10000,0
1421,2.00E+05,1,1,2,31,0,0,0,0,0,0,6618,6777,7957,4667,76187,74900,0
1422,230000,2,2,2,28,0,0,0,0,0,0,12218,17667,20345,39945,41352,11032,0
1423,130000,2,2,2,24,0,0,0,0,0,0,122750,118319,61466,48288,48898,49699,0
1424,2.00E+05,2,3,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
1425,90000,2,1,2,33,0,0,0,0,0,0,80919,87993,17316,18026,18559,19097,0
1426,120000,1,1,2,27,-1,-1,-1,-1,0,0,316,316,1360,9474,10158,2551,0
1427,2.00E+05,1,1,2,42,-2,-2,-2,-2,-2,-2,470,740,3774,836,1325,1440,0
1428,20000,2,2,2,32,2,3,2,2,2,0,17757,17193,16602,19521,18925,18806,0
1429,210000,2,1,1,37,2,2,2,2,2,2,76089,77985,79104,80399,81462,83366,1
1430,80000,2,2,2,44,0,0,0,0,0,0,80610,81008,80725,50472,50340,42393,0
1431,50000,2,1,1,29,0,0,0,0,0,0,50486,50035,49388,10275,9598,8382,0
1432,70000,2,2,1,42,2,2,2,2,2,2,50886,51975,52527,53560,54653,55797,1
1433,230000,1,2,2,32,2,2,2,2,2,2,189567,189023,187521,182671,174794,182160,1
1434,20000,1,2,2,52,0,0,0,0,0,0,17420,19130,20340,19940,19940,0,0
1435,30000,1,2,2,44,-1,0,-1,0,-1,-1,21043,21183,1754,666,1339,1748,0
1436,1.00E+05,1,1,2,31,2,2,2,2,2,2,33752,32928,35572,34700,36942,36196,1
1437,80000,2,1,2,29,0,0,0,2,0,0,81337,80290,82215,80422,78284,77270,1
1438,210000,1,2,2,33,0,0,0,0,0,0,187610,191592,195739,198081,202410,206582,0
1439,50000,1,2,2,54,1,2,0,0,0,0,48153,46885,27168,27585,27910,27380,0
1440,130000,2,2,2,23,0,0,0,0,0,0,133622,129784,126021,70186,71762,73192,0
1441,70000,2,1,2,24,0,0,2,2,2,2,48432,52650,53099,51648,55409,54366,0
1442,210000,2,1,1,33,0,0,0,0,0,0,17420,16182,14109,10955,11217,11367,0
1443,1.00E+05,1,3,1,44,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,1
1444,2.00E+05,1,3,0,51,-1,-1,-1,-1,0,-1,3556,4993,9212,2529,1036,4430,0
1445,40000,1,1,2,24,1,2,0,0,0,3,28926,28182,28912,29495,33011,32194,1
1446,80000,2,2,2,25,2,3,2,2,2,2,69602,67930,72205,73116,74801,73444,0
1447,210000,2,1,1,37,1,-1,-1,-1,-1,-1,0,732,873,148,129,292,1
1448,20000,2,2,2,23,-1,-1,-1,2,-1,-1,7186,3478,137,1714,17694,12237,0
1449,10000,1,3,2,34,0,0,0,0,0,0,8813,8464,9474,9716,9960,10188,0
1450,60000,2,3,1,50,0,0,0,0,0,0,61600,61952,60661,29095,17636,31406,1
1451,40000,2,2,1,25,0,0,0,0,0,0,11273,12307,13348,13530,13811,14132,0
1452,290000,2,1,2,33,-1,-1,-1,-1,-1,-1,413,486,820,60,1773,3904,1
1453,50000,1,2,1,54,-2,-2,-2,-2,-2,-2,1583,2134,0,2025,0,1924,0
1454,20000,1,2,2,25,0,0,0,0,2,2,17384,13648,13924,15685,15292,17524,0
1455,30000,1,2,2,26,0,0,0,0,0,0,33195,32705,32406,32167,31728,31061,0
1456,20000,1,2,1,32,0,0,0,0,0,2,17104,18134,19123,19351,20411,19947,0
1457,50000,2,3,3,43,0,0,0,0,0,0,24443,24391,23595,22590,21788,21949,0
1458,5.00E+05,1,2,1,42,1,-1,2,2,0,0,-984,3516,1924,1924,8924,6729,1
1459,90000,2,3,2,24,-1,-1,-1,-1,-1,-2,595,207,18189,557,0,0,1
1460,10000,1,2,2,26,0,0,0,0,0,0,15147,6641,15318,8610,8790,8963,0
1461,50000,2,2,1,37,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,1
1462,120000,1,1,2,36,0,0,2,0,0,2,24466,28255,27507,27952,31136,30486,0
1463,2.00E+05,2,1,2,27,0,0,0,0,0,0,157607,155693,155290,147604,146719,143317,0
1464,3.00E+05,2,2,1,50,-1,-1,-1,0,0,0,8924,3131,117497,110680,104016,109839,0
1465,90000,2,2,2,24,-1,0,0,0,0,0,17524,22184,23270,27372,31905,34954,0
1466,90000,1,2,1,27,0,0,0,0,0,0,70482,70591,64926,59949,54029,48170,0
1467,140000,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
1468,180000,2,2,1,39,-1,-1,-1,-1,0,-1,1081,148,148,296,148,148,0
1469,360000,1,1,1,39,-1,-1,-1,-2,-2,-2,1761,2560,0,0,0,0,0
1470,160000,2,3,2,29,1,-2,-2,-2,-2,-2,0,0,4150,2065,0,500,1
1471,1.00E+05,1,1,1,45,0,0,0,0,0,0,10529,12723,15807,18901,21794,25051,0
1472,20000,1,2,2,21,0,0,2,0,0,-2,19277,20997,20200,20000,0,0,1
1473,360000,1,1,1,36,0,0,-1,0,0,0,40434,13352,129978,150637,138969,132118,0
1474,230000,1,2,2,39,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,0
1475,110000,2,3,2,29,0,0,0,0,0,0,101006,104474,106332,106906,108952,110444,1
1476,210000,1,2,2,37,0,0,0,0,0,0,142149,139025,50283,159231,155342,156769,0
1477,2.00E+05,1,2,2,26,-1,-1,0,0,0,0,1747,11817,14225,16017,12613,6600,0
1478,50000,1,2,2,44,0,0,0,0,0,0,27560,19002,8542,8711,8893,9070,0
1479,210000,2,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,49525,0,1
1480,280000,1,1,2,31,1,-2,-1,0,-1,-1,-32,-32,4887,2067,6624,1489,0
1481,5.00E+05,1,2,1,40,0,0,0,-1,-1,0,94585,61111,24801,6288,166251,162785,0
